	TH-1	TH-2	TH-3	T-1	T-2	T-3	pvalue	log2FC	UPDOWN
BraA09000968	342	307	389	251	289	264	0.0631333618041037	0.368539037178952	Not sig
BraA09000969	12	7	2	6	5	3	0.509170290632934	0.584962500721156	Not sig
BraA09000972	390	288	447	139	179	164	0.0372942467856427	1.22281994987444	Up
BraA09000974	1	9	1	0.005	0.005	0.005	0.303392465293716	9.51832530769087	Not sig
BraA09000975	8	30	4	1	1	0.005	0.240707433082561	4.38871518609856	Not sig
BraA09000976	49	81	75	3	3	10	0.0189317749540615	3.67948009950545	Up
BraA09000977	103	92	101	31	45	41	0.000463034569792953	1.33908864604555	Up
BraA09000979	4	4	7	5	9	10	0.186961874094928	-0.678071905112638	Not sig
BraA09000982	1	0.005	1	2	3	1	0.1338441924105	-1.58136026404096	Not sig
BraA09000984	31.68	57.13	35.12	0.92	0.005	0.005	0.0356218325569332	7.05807903446925	Up
BraA09000985	195.88	187.25	214.55	75.9	116.47	101.82	0.00338709991365072	1.02262505920885	Up
BraA09000986	44.32	66.87	33.88	2.08	0.005	1	0.0393470038178929	5.55533490604806	Up
BraA09000987	46	61	67	5	17	5	0.00470990609098443	2.68805599368526	Up
BraA09000988	290	331	421	231	243	255	0.110102581196895	0.515364557951571	Not sig
BraA09000989	0.005	0.005	0.005	2	1	0.005	0.225662696077777	-7.64625867999003	Not sig
BraA09000990	68	68	66	44	57	57	0.0740627905520774	0.354430734574692	Not sig
BraA09000991	54	43	31.19	98.28	227	142	0.0918162315175783	-1.86600356703918	Not sig
BraA09000992	1	1	8	0.005	0.005	0.005	0.289859163438945	9.38082178394093	Not sig
BraA09000993	0.005	2	2	0.005	0.005	2	0.518518518518519	0.994606741229781	Not sig
BraA09000994	4	9	7	2	6	0.005	0.157548017626583	1.32102669214583	Not sig
BraA09000995	9	9	6	8	19	6	0.538821988876139	-0.459431618637297	Not sig
BraA09000999	0.005	0.005	1	5	9	7	0.021867992797853	-4.37796212980169	Down
BraA09001002	498	442	454	573	586	565	0.014671759358149	-0.306529213220675	Not sig
BraA09001003	810	822	822	562	664	588	0.0185647161134974	0.435960793134383	Not sig
BraA09001004	80	57	87	115	136	144	0.0104651658351995	-0.818353921006861	Not sig
BraA09001005	25	23	18	11	10	14	0.0202961178025773	0.915111102413487	Not sig
BraA09001006	15	10	13	2	2	2	0.0180537409084551	2.66296501272243	Up
BraA09001007	2	0.45	0.005	0.005	0.005	0.005	0.310804580377816	7.35461671359354	Not sig
BraA09001008	0.005	2.55	1	0.005	0.005	0.005	0.252057683730984	7.88874324889826	Not sig
BraA09001011	827	709	867.06	553	733	677.12	0.109666719902619	0.291724306979533	Not sig
BraA09001012	4	4	3	0.005	1	0.005	0.00209900107008252	3.44507632566023	Up
BraA09001014	23	14	8	53	83	40	0.0628753621047671	-1.96757852230762	Not sig
BraA09001015	10	0.005	2	55	101	58	0.040604783172294	-4.15590348794546	Down
BraA09001016	5	1	0.005	1	3	6	0.561843965189227	-0.735763848956453	Not sig
BraA09001017	115	43	54.9	5228.88	6274.8	7038.43	0.00720691314334646	-6.4444856648179	Down
BraA09001018	83.95	121.82	89.79	65.84	76	56.91	0.0939219510453289	0.572496173273675	Not sig
BraA09001020	29	32	36	287	319.92	422	0.0164965425613279	-3.40700225746678	Down
BraA09001021	73	27	36	222	469	225	0.0823890324243552	-2.7517409468466	Not sig
BraA09001022	8	6	2	5	5	7	0.872719014148125	-0.0874628412503396	Not sig
BraA09001023	0.005	0.005	0.005	5	6	19	0.156972801039009	-10.9657842846621	Not sig
BraA09001024	0.005	0.005	0.005	1.5	0.78	1	0.0362408333927271	-7.77258950389693	Down
BraA09001025	14.5	5	13.5	10	9.5	15	0.89452969228707	-0.0641303374197156	Not sig
BraA09001026	5	2	3	3	4	5	0.566567126748991	-0.263034405833794	Not sig
BraA09001027	21	36	36	10	23	15	0.0797687642792309	0.954196310386875	Not sig
BraA09001029	8.5	7.5	4.5	12	17.5	15.5	0.0177695949569257	-1.13430109171159	Down
BraA09001030	3	8.2	13.95	0.005	0.005	0.005	0.117811223580286	10.7113801839717	Not sig
BraA09001031	62	95	69	45	59	43	0.1023749601849	0.620506617578823	Not sig
BraA09001032	8.5	7.5	4.5	12	17.5	15.5	0.0177695949569257	-1.13430109171159	Down
BraA09001033	0.005	6.8	7.05	0.005	0.005	0.005	0.183636595066392	9.85122849476026	Not sig
BraA09001034	2	4	1	1358	360	214	0.216188039410208	-8.10852445677817	Not sig
BraA09001036	37	32	40	48	58	59	0.0156098147371849	-0.598137889468889	Not sig
BraA09001037	14	15	8	10	21	26	0.295627288880112	-0.623436648535792	Not sig
BraA09001038	209	178	211	172	141	216	0.414622901385168	0.176877762084079	Not sig
BraA09001039	80	18.14	35	3571	4314	4180	0.00312479841706559	-6.50174003195967	Down
BraA09001040	0.005	1	1	0.005	1	0.005	0.518518518518518	0.989246943703126	Not sig
BraA09001041	91	64	103	42	51	33	0.0451256400867142	1.03394733192334	Up
BraA09001042	670	666	618	382	454	452	0.00237272817803187	0.601297873853768	Not sig
BraA09001043	22	16	18	1	5	3	0.00307745277501018	2.63742992061529	Up
BraA09001044	147	161	124	92	122	118	0.0815244526836537	0.379848070816544	Not sig
BraA09001046	39	35	26	77	74	84	0.00100843500430161	-1.23266075679027	Down
BraA09001047	120	82	122	111	98	105	0.825611557796771	0.0452292539929977	Not sig
BraA09001048	654	758	641	310	356	323	0.00547667600387331	1.05369120134949	Up
BraA09001049	7	14	8	6	5	6	0.206524917450909	0.770518153877232	Not sig
BraA09001050	3	8	8	0.005	0.005	1	0.0641909018502347	4.23357222046651	Not sig
BraA09001051	206	174	183	181	207	196	0.596853769168563	-0.0528334467997876	Not sig
BraA09001052	121	127	109	295	303	257	0.00329297275046135	-1.26000034574416	Down
BraA09001053	670.59	100	229	1523.73	3758.33	3187.69	0.0575009017425372	-3.08291101268921	Not sig
BraA09001054	3.41	0.005	0.005	4.27	40.67	25.31	0.16774012546161	-4.36042999510975	Not sig
BraA09001055	9	8	31	0.005	0.005	0.005	0.166776413721725	11.6438561897747	Not sig
BraA09001056	99	78	79	107	141	124	0.0375470745865784	-0.539158811108032	Not sig
BraA09001057	5	4	4	129	153	143	0.00251031958072151	-5.03087931288397	Down
BraA09001058	5.78	64.25	112.36	68.55	56.04	25.98	0.773509314154732	0.276592280280326	Not sig
BraA09001059	181.22	110.75	110.64	220.45	294.96	296.02	0.016666387236039	-1.01108363624723	Down
BraA09001061	19	17	13	13	13	10	0.117452415525313	0.444784842672896	Not sig
BraA09001063	7	6	5	8	28	4	0.42745977021864	-1.15200309344505	Not sig
BraA09001064	59	47	50	150	171	177	0.00159035235242834	-1.67459971320583	Down
BraA09001066	373	381	156	1492	2310	1999	0.0143240715025141	-2.67236316889985	Down
BraA09001067	1230	1134	1393	762	958	906	0.0190213021456323	0.516714199748884	Not sig
BraA09001068	837	482	633	1518	1717	1808	0.00174503755719454	-1.36932917239444	Down
BraA09001071	57	133	37	2	6	0.005	0.129411278881303	4.82564708454938	Not sig
BraA09001072	333	295	260	997	914	894	0.000181532125182193	-1.65936918914605	Down
BraA09001073	152	192	178	128	181	183	0.669574684034673	0.0853914912306447	Not sig
BraA09001074	901	579	603	502	565	315	0.148651913722332	0.591905223652388	Not sig
BraA09001076	456	400	470	411	514	470	0.568238406083341	-0.0731843466039621	Not sig
BraA09001078	215	136	131	368	461	527	0.00993855299290763	-1.49225212690638	Down
BraA09001079	75.42	44.11	72	41.23	47.79	34.98	0.139342113268123	0.627230263503804	Not sig
BraA09001081	1	13	1	1	0.005	0.005	0.363819851421612	3.89253530263145	Not sig
BraA09001082	24	28	23	6	15	10	0.0139856267715482	1.27462238010901	Up
BraA09001083	243	268	280	115	122	86	0.000548398654718222	1.29214352977887	Up
BraA09001085	54	41	54	26	36	55	0.345884520457843	0.348803800878757	Not sig
BraA09001086	5	3	1	3	8	4	0.359281962435675	-0.736965594166206	Not sig
BraA09001087	0.005	0.005	1	7	6	6	0.000217877351191923	-4.23357222046652	Down
BraA09001088	30	9	4	9	9	4	0.473976452919283	0.966833136064801	Not sig
BraA09001090	241.47	286.68	307.86	285.15	329.25	348.58	0.193805290326482	-0.203985635923103	Not sig
BraA09001091	4	2	5	0.005	1.5	0.005	0.0488332727242732	2.86488306908694	Up
BraA09001092	351.53	439.32	459.14	395.85	548.75	605.42	0.251560454400657	-0.310370277518428	Not sig
BraA09001093	4	2	5	0.005	1.5	0.005	0.0488332727242732	2.86488306908694	Up
BraA09001095	61	51	59	65	74	85	0.0727763784553963	-0.389502407171706	Not sig
BraA09001096	12	9	9	6	13	7	0.620279716151867	0.206450877467427	Not sig
BraA09001097	6	8	4	29	41	48	0.022751292391303	-2.71271804791953	Down
BraA09001098	112	68	106	194	274	270	0.0139964765420776	-1.36760566928201	Down
BraA09001100	7	7	14	3	0.005	1	0.0611562196053057	2.80555267942362	Not sig
BraA09001101	13	7	7	7	3	8	0.303321154040953	0.584962500721156	Not sig
BraA09001104	209	183	224	116	114	127	0.0118996530700879	0.787006276665802	Not sig
BraA09001105	0.005	0.005	0.005	3	0.005	3	0.183503419072274	-8.64505793498448	Not sig
BraA09001106	14	11	17	307	699	635	0.0481449311818391	-5.28804210073495	Down
BraA09001107	63	25	43	51	68	47	0.42238012539771	-0.341616429809475	Not sig
BraA09001108	7	7	5	0.005	0.005	0.005	0.0109164570773515	10.3068212024972	Up
BraA09001110	345	478	488	7	16	19	0.0112913209762144	4.96413454744299	Up
BraA09001111	1	0.005	0.005	13	5	8	0.0675384276221324	-4.68608442516402	Not sig
BraA09001113	22	5	9	2	12	3	0.364062099243565	1.08246216019197	Not sig
BraA09001115	64	70	69	90	134	153	0.0883423757313074	-0.893084796083488	Not sig
BraA09001117	51	33	90	41	48	52	0.582552195549391	0.303392143449935	Not sig
BraA09001118	1147	1040	1590	769	803	781	0.105636431631237	0.682739463215875	Not sig
BraA09001120	13	7	9	23	28	27	0.00236266562702519	-1.42742122373468	Down
BraA09001121	853	668	775	1584	1697	1670	0.000413647457963325	-1.10859730728647	Down
BraA09001122	5	2	11	25	19	25	0.00830343085983592	-1.93859945533586	Down
BraA09001123	80	139	132	92	142	165	0.604744923868226	-0.184917715917785	Not sig
BraA09001125	17	19	26	25	13	15	0.553388783716962	0.226275855823676	Not sig
BraA09001126	1	5	12	0.005	0.005	1	0.219168249465514	4.15556970846524	Not sig
BraA09001127	49	85	41	0.005	0.005	0.005	0.0498326395180984	13.5101048008859	Up
BraA09001128	24	28	35	23	35	36	0.682272911279232	-0.111645355828909	Not sig
BraA09001129	151	107	105	102	116	87	0.339365856014654	0.251160305545502	Not sig
BraA09001130	16	6	14	15	7	3	0.476804810207445	0.526068811667588	Not sig
BraA09001131	53	35	47	38	50	60	0.62897230898053	-0.132637768578119	Not sig
BraA09001132	703	613	699.87	567.35	590.99	619.94	0.097220202004634	0.180920102558437	Not sig
BraA09001133	2	0.005	5.54	0.005	0.005	1	0.309360778539066	2.90116560777489	Not sig
BraA09001135	156	118	167	136	147	166	0.886186356533391	-0.0259367891836262	Not sig
BraA09001136	7	2	1	87	126	174	0.037190370457764	-5.27426166125705	Down
BraA09001138	42.5	43.5	42.5	7.5	7	7	3.11872050296806e-06	2.57935979449178	Up
BraA09001139	336	289	365	404	431	419	0.0453761910709079	-0.341036917835067	Not sig
BraA09001141	99	61	127	28	36.47	53	0.0832762298980588	1.28875837481181	Not sig
BraA09001142	304	279	364	76	100	84	0.00806905025090436	1.86485280243993	Up
BraA09001143	131	56	83	142	132	141	0.155804890366132	-0.620151929183456	Not sig
BraA09001144	170.21	228	174.48	47	54	48	0.0158572941464522	1.94244208144265	Up
BraA09001150	261	305	303	169	185	214	0.00686719046372466	0.613465247309718	Not sig
BraA09001151	266.61	228.93	261.83	74.93	133.95	117.9	0.00398064168725179	1.21267858755797	Up
BraA09001152	59.39	39.07	73.17	22.07	35.05	38.1	0.106777464144005	0.849965216198731	Not sig
BraA09001153	1	1	0.005	3	0.005	3	0.312615479188313	-1.58256200925071	Not sig
BraA09001154	24	23	20	32	38	29	0.0394251401624	-0.563267429621837	Not sig
BraA09001155	166	56	71	286	361	279	0.00973084774181894	-1.66011152883799	Down
BraA09001157	1.13	0.005	3.68	0.005	3.86	8.77	0.421210538303922	-1.39181796110132	Not sig
BraA09001161	128	177	129	48	64	19.5	0.00927579970366347	1.72263224315218	Up
BraA09001162	128	177	129	48	64	19.5	0.00927579970366347	1.72263224315218	Up
BraA09001163	303	266	310	170	196	184	0.0052329328152189	0.676431546731382	Not sig
BraA09001164	11	7	9	6	6	3	0.0601020669691133	0.84799690655495	Not sig
BraA09001165	1	2	2	0.005	1	1	0.100992303608384	1.31832585820717	Not sig
BraA09001166	169.87	147	145.32	63	89.14	75.23	0.00203780326457501	1.0234441333016	Up
BraA09001168	144	111	175	80	74	73	0.0652280343945208	0.921644362298545	Not sig
BraA09001170	0.005	1	1	0.005	0.005	0.005	0.183503419072274	7.06249592573376	Not sig
BraA09001171	3	4	6	0.005	0.005	1	0.0328185728894712	3.68608442516402	Up
BraA09001172	335	477	328	109	162	169	0.0280391696661882	1.37345839552744	Up
BraA09001177	7	7	14	5	13	2	0.547774442788958	0.485426827170242	Not sig
BraA09001178	0.005	0.005	0.005	4	2	5	0.0534048643368434	-9.51832530769087	Not sig
BraA09001185	13	22	12	10	14	12	0.371167514653395	0.384663850235325	Not sig
BraA09001186	0.005	1	1	2	7	5	0.103953603315427	-2.80375268537741	Not sig
BraA09001187	0.005	0.005	0.005	5	7	7	0.0109164570773515	-10.3068212024972	Down
BraA09001188	1234	1156.99	1558	1166	1307.99	1226	0.576731993353917	0.0939623429157048	Not sig
BraA09001193	71	52	46	41	60	60	0.80023888576558	0.0699625581675675	Not sig
BraA09001194	58	42	58	138	160	173	0.00278918203147512	-1.57580250143568	Down
BraA09001196	340	354	457	172	194	141	0.0168542289309661	1.18283018112889	Up
BraA09001197	2	3	1	8	2	5	0.219284507038771	-1.32192809488736	Not sig
BraA09001198	1	1	3	0.005	0.005	0.005	0.130246893897356	8.38082178394093	Not sig
BraA09001199	789	910	1171	330	522	449	0.0265265606181911	1.14142977484525	Up
BraA09001200	185.29	191.68	152.28	122.33	116.97	128.64	0.0397623975170473	0.524478839145905	Not sig
BraA09001201	38.71	60.27	38.72	43.67	34.03	37.36	0.410200910284462	0.259142184138088	Not sig
BraA09001202	1	0.005	0.005	0.005	3	1	0.378566668196023	-1.98744694965692	Not sig
BraA09001208	11	3	2	35	28	33	0.00231737812153487	-2.58496250072116	Down
BraA09001209	0.005	9	2	35	29	50	0.0187454814255471	-3.37280277404791	Down
BraA09001210	73	66	70	103	96	89	0.0105926456032892	-0.462565869361429	Not sig
BraA09001211	0.005	1	0.005	8	57	38	0.139914565071601	-6.67214523420615	Not sig
BraA09001212	474	318	455	156	188	139	0.0274531796229875	1.3683663709939	Up
BraA09001213	5	11	1	29	42	56	0.0302614058619098	-2.90122184552183	Down
BraA09001214	4	5	4	0.005	0.005	0.005	0.00587859233582673	9.75933340719466	Up
BraA09001216	1	0.79	0.005	0.005	0.005	0.005	0.189127065629945	6.9028775331019	Not sig
BraA09001217	32	19	37	32	40	26	0.647939657435318	-0.155278225477911	Not sig
BraA09001219	0.005	0.005	0.005	6	2	1	0.188959920888352	-9.22881869049588	Not sig
BraA09001220	0.005	0.005	0.005	123	63	28	0.123774188938118	-13.8003606754547	Not sig
BraA09001221	457	385	588	141	230	169	0.0236668240283593	1.40498383461492	Up
BraA09001222	26	34	21	1	7	5	0.0142679377040084	2.63941028474353	Up
BraA09001223	61.91	124.22	99.39	235.24	162.55	161.12	0.0446281879569093	-0.969024181385988	Not sig
BraA09001225	2	2	0.005	2	0.005	5	0.578378659434144	-0.806582808022108	Not sig
BraA09001227	263	217	270	299	303	367	0.0617392221833882	-0.369606070031838	Not sig
BraA09001228	69	57	72	16	24	22	0.0030403613256587	1.67516030969273	Up
BraA09001230	0.005	0.005	0.005	5	3	1	0.122025174971726	-9.22881869049588	Not sig
BraA09001231	17	16	29	20	33	21	0.535423601201374	-0.255257055242075	Not sig
BraA09001233	1038	737	970	58	91	79	0.010925486598515	3.58970041972782	Up
BraA09001235	57	80	69	18	21	15	0.0124419546768529	1.93161302501975	Up
BraA09001237	643	737	564	376	509	607	0.151429312662821	0.381780683350543	Not sig
BraA09001238	12	2	5	52	78	71	0.008780766429872	-3.40312417773534	Down
BraA09001241	2	4	1	35	52	65	0.0297302594478276	-4.44057259138598	Down
BraA09001243	0.005	0.005	0.005	1.5	0.005	1	0.199483120730267	-7.38370429247405	Not sig
BraA09001244	0.005	0.005	0.005	1.5	0.005	1	0.199483120730267	-7.38370429247405	Not sig
BraA09001246	1116	619.58	864	3144	3685	3246	0.000383553050732587	-1.95442937994961	Down
BraA09001247	1	0.005	1	9	17	13	0.0311489816986448	-4.28179998218205	Down
BraA09001251	59	59	44	40	41	37	0.0919020208029992	0.457206953522783	Not sig
BraA09001252	31	23	34	21	19	22	0.109964795617393	0.505235308250422	Not sig
BraA09001255	157	119	99	366	480	511	0.00984022000870047	-1.85545822003561	Down
BraA09001256	7	2	6	17	33	12	0.124915800728445	-2.04730571477836	Not sig
BraA09001257	71	66	60	64	61	75	0.860552099171075	-0.0218043703183484	Not sig
BraA09001258	211	140	117	173	258	143	0.473845170442621	-0.294542207092283	Not sig
BraA09001259	66	51	92	70	63	56	0.64185887821469	0.14511670785981	Not sig
BraA09001260	15	15	17	15	21	22	0.230320471870737	-0.303392143449935	Not sig
BraA09001261	1	7	2	2	2	3	0.646033207979233	0.514573172829758	Not sig
BraA09001262	0.005	1	0.005	146	217	398	0.0776213172246194	-9.55739735052648	Not sig
BraA09001263	1	8	8	15	10	17	0.0568533075493253	-1.30485458152842	Not sig
BraA09001264	104	109	117	80	99	115	0.360274530526366	0.166649869409451	Not sig
BraA09001265	92	93	140	120	143	140	0.238385241244129	-0.310340120612151	Not sig
BraA09001269	419.91	346.91	325.44	293.43	386.79	289.26	0.393599653257961	0.172033272683626	Not sig
BraA09001270	0.005	0.005	0.005	7	0.005	1	0.347097027077026	-9.0597950917951	Not sig
BraA09001271	145	88	103	38	52	33	0.0419221591314785	1.44980291743952	Up
BraA09001272	356	300.82	384	173.39	240	186	0.010632897204177	0.796153669935139	Not sig
BraA09001273	469	380	523	230	259.75	167	0.0125380015054371	1.06286428103918	Up
BraA09001275	7	0.005	9	8	12	11	0.200321734971563	-0.953745538616019	Not sig
BraA09001277	1348	1250	1576	523	735	588	0.00430266404892445	1.17702804751406	Up
BraA09001278	180	146	254	47	70	43	0.0405987789697726	1.85798099512757	Up
BraA09001280	550	463	611	200.53	281	212	0.00669565741175793	1.22752143690899	Up
BraA09001281	97.05	87.53	114.24	42	78	59	0.0411407194926153	0.739317123339096	Not sig
BraA09001282	2	1	0.005	0.005	3	2	0.565845412149565	-0.736005078124808	Not sig
BraA09001286	25	10	17	22	30	26	0.174204882090002	-0.584962500721156	Not sig
BraA09001287	0.005	0.005	0.005	133	165	206	0.0154493615597644	-15.0361736125535	Down
BraA09001288	14	7	6	22	15	9	0.243562183678432	-0.768674453893544	Not sig
BraA09001289	50	32	29	19	29	9	0.109543857637872	0.961525852185364	Not sig
BraA09001291	72	91	80	74	75	74	0.349666735926251	0.123912603685476	Not sig
BraA09001292	290	255	373	289	348	291	0.938620657170665	-0.015630651713764	Not sig
BraA09001293	33	15	48	37	40	28	0.790823887214763	-0.129283016944966	Not sig
BraA09001294	290	249	257	179	223	173	0.0235641386671896	0.469206474711911	Not sig
BraA09001296	3.12	6.38	6.6	0.005	1.04	1	0.0434900929137587	2.97688794006023	Up
BraA09001299	5	4	0.005	0.005	0.005	0.005	0.188508342900035	9.22961996518512	Not sig
BraA09001300	34	11	41	6	3	6	0.118935434306177	2.51937415909358	Not sig
BraA09001302	335	262	353	301	336	298	0.880644746619412	0.0229611484433113	Not sig
BraA09001303	24	12	18	48	52	43	0.00311254157441453	-1.40498383461492	Down
BraA09001304	204	187	256	73	69	69	0.0194422710950928	1.61652271328532	Up
BraA09001305	123	70	102	48	55	36	0.0641229066605828	1.0856300715257	Not sig
BraA09001306	22	21	52	12	22	10	0.230988761753738	1.11042398969365	Not sig
BraA09001307	91	40	90	27	40	21	0.107256862573181	1.32847094075413	Not sig
BraA09001308	149	92	218	39	47	32	0.087169486166127	1.95970729405197	Not sig
BraA09001309	297	281	371	109	147	149	0.0112024566280403	1.22848617924912	Up
BraA09001311	0.005	0.005	0.005	1	0.005	1	0.183503419072274	-7.06249592573376	Not sig
BraA09001318	102	74	80	94	96	68	0.959712202615091	-0.0112272554232541	Not sig
BraA09001319	226.88	198	179	277.49	321.14	290.56	0.0075687344054697	-0.558229830713317	Not sig
BraA09001320	1	0.005	1	1	0.005	0.005	0.518518518518518	0.989246943703126	Not sig
BraA09001321	230	239	273	178	158	159	0.0117897720709216	0.583990661653831	Not sig
BraA09001322	17	14	14	8	18	5	0.357059636986	0.537656785942799	Not sig
BraA09001324	14	10	20	3	11	5	0.0940349350034375	1.21150410519371	Not sig
BraA09001326	84	113	87	33	47	23	0.00777610081872141	1.46324659232146	Up
BraA09001327	58	29	41	30	36	22	0.25220431100772	0.540568381362703	Not sig
BraA09001328	81	81	88	35	40	30	0.000259152524581619	1.25153876699596	Up
BraA09001330	0.5	0.5	0.5	0.005	2	0.005	0.822118695861331	-0.422233000683048	Not sig
